student_id,attendance_rate,internal_marks,study_hours_weekly,previous_gpa,assignment_completion_rate,tutoring_support,class_participation,extracurricular_hours,sleep_hours,final_score,performance_category
STU-1614,65.0,70.4,13.9,3.41,64.4,0,2,1.7,6.1,68.5,Average
STU-1615,52.1,38.1,6.1,2.54,39.2,0,2,3.5,5.8,35.6,At Risk
STU-1616,88.0,75.9,14.3,3.21,82.5,1,3,12.8,7.3,81.5,Good
STU-1617,84.1,63.3,12.4,3.34,77.3,1,2,15.0,6.0,74.0,Average
STU-1618,91.6,83.4,10.5,3.45,71.5,0,3,4.9,6.0,82.1,Good
STU-1619,86.5,79.1,14.1,3.02,81.2,0,3,6.2,5.9,77.9,Good
STU-1620,50.8,53.5,17.5,2.66,52.3,1,1,3.3,6.9,52.4,Average
STU-1621,64.4,48.6,8.3,2.82,51.4,0,1,0.8,8.1,48.0,At Risk
STU-1622,84.5,68.2,12.6,2.6,55.5,0,3,10.9,8.8,69.1,Average
STU-1623,97.6,83.4,11.7,3.03,67.1,0,3,8.9,6.1,82.5,Good
STU-1624,97.7,78.5,10.3,2.94,90.6,0,3,8.0,9.6,71.5,Average
STU-1625,82.7,94.1,15.1,4.0,86.7,0,3,2.4,5.8,85.1,Good
STU-1626,75.5,63.6,13.6,3.45,68.4,1,2,14.6,8.3,68.8,Average
STU-1627,56.5,57.8,13.7,3.49,70.8,0,1,6.0,6.1,66.8,Average
STU-1628,78.1,61.5,13.8,3.26,68.2,1,3,10.1,6.0,76.6,Good
STU-1629,68.0,58.2,9.9,2.88,57.3,0,2,2.2,6.1,53.2,Average
STU-1630,95.2,70.7,10.5,2.93,75.4,1,3,7.2,6.9,75.1,Good
STU-1631,64.6,60.0,14.6,2.97,62.1,1,2,9.2,7.7,71.3,Average
STU-1632,70.9,65.1,10.8,3.13,60.2,0,3,9.3,7.8,66.7,Average
STU-1633,93.5,85.6,14.7,3.23,88.2,0,3,8.6,5.9,89.6,Good
STU-1634,53.2,44.0,11.9,3.05,54.7,1,1,10.0,5.8,56.1,Average
STU-1635,85.4,62.6,10.8,2.92,75.6,0,1,3.5,5.9,60.0,Average
STU-1636,71.1,75.6,20.1,2.78,81.5,0,1,8.8,6.9,70.2,Average
STU-1637,84.8,53.5,7.0,2.42,68.1,0,2,8.5,6.7,53.9,Average
STU-1638,92.8,83.8,22.3,3.63,80.0,0,2,8.9,5.9,90.4,Good
STU-1639,72.5,85.6,20.4,4.0,63.5,1,3,8.3,7.3,94.1,Good
STU-1640,66.5,58.5,13.6,3.59,64.1,0,1,2.9,9.7,67.1,Average
STU-1641,50.6,47.1,13.7,2.48,52.9,0,1,2.7,6.4,33.9,At Risk
STU-1642,87.7,71.3,9.7,3.4,70.6,0,2,0.0,6.5,66.7,Average
STU-1643,61.5,58.8,13.0,3.51,59.3,0,2,11.3,7.7,55.0,Average
STU-1644,95.1,75.8,9.7,2.87,94.6,0,2,11.3,6.3,73.2,Average
STU-1645,70.5,62.3,15.3,3.27,56.5,0,2,11.4,7.8,67.8,Average
STU-1646,83.4,74.8,14.7,2.84,57.6,0,2,9.2,6.1,71.0,Average
STU-1647,48.6,63.6,17.4,3.74,60.3,0,2,0.0,9.2,64.3,Average
STU-1648,76.5,71.6,14.1,3.21,66.0,1,3,3.9,7.4,77.1,Good
STU-1649,87.9,74.0,14.8,2.64,78.6,0,3,8.7,6.3,75.0,Good
STU-1650,70.1,67.3,17.3,3.35,74.0,0,3,8.5,6.3,68.3,Average
STU-1651,67.8,55.0,13.3,3.53,73.5,0,2,7.1,6.4,59.8,Average
STU-1652,71.3,62.4,11.8,3.14,51.3,0,3,9.5,8.6,64.2,Average
STU-1653,68.9,68.0,16.6,3.27,63.4,0,1,8.0,5.5,75.9,Good
STU-1654,80.0,70.0,12.7,3.02,72.7,0,2,8.5,6.2,75.9,Good
STU-1655,76.8,57.5,10.7,2.54,71.2,0,3,5.4,6.3,61.3,Average
STU-1656,35.4,45.8,13.1,2.98,62.7,0,1,11.9,7.0,44.1,At Risk
STU-1657,85.5,81.0,10.1,3.29,76.8,0,3,6.3,6.7,80.1,Good
STU-1658,76.8,53.0,10.7,2.99,64.6,1,3,2.7,5.2,61.2,Average
STU-1659,81.7,78.3,16.3,3.41,67.4,0,2,4.9,6.5,74.8,Average
STU-1660,72.2,53.9,10.2,2.87,57.4,0,2,6.6,6.9,47.7,At Risk
STU-1661,88.6,64.8,11.5,2.9,67.8,0,2,12.0,6.2,67.0,Average
STU-1662,48.7,58.7,16.3,3.42,61.6,0,1,7.8,7.8,58.7,Average
STU-1663,93.9,75.3,17.4,3.15,84.6,0,2,7.3,8.1,80.0,Good
STU-1664,83.4,73.3,16.7,2.86,65.3,0,3,3.0,6.9,63.4,Average
STU-1665,67.0,81.7,20.0,3.52,67.4,0,2,11.1,7.3,80.2,Good
STU-1666,70.1,61.0,11.1,2.74,68.9,0,2,5.4,4.4,47.0,At Risk
STU-1667,80.3,62.2,10.7,2.72,69.8,1,3,7.6,6.5,69.6,Average
STU-1668,87.5,43.1,4.4,1.8,68.0,0,1,13.9,8.2,43.6,At Risk
STU-1669,75.9,73.0,18.2,2.8,76.6,0,3,10.0,6.5,71.5,Average
STU-1670,93.1,95.1,14.7,3.64,91.9,0,3,1.5,6.1,93.4,Good
STU-1671,77.8,58.2,15.0,2.12,72.7,1,2,0.9,9.7,55.1,Average
STU-1672,76.9,57.6,12.0,2.62,63.6,0,2,7.7,9.2,58.9,Average
STU-1673,51.0,57.2,18.1,3.25,52.4,0,2,3.1,7.6,65.2,Average
STU-1674,93.1,55.3,8.2,2.04,73.0,1,3,10.6,8.4,44.6,At Risk
STU-1675,82.1,47.7,14.0,2.82,52.4,1,2,8.2,4.3,56.9,Average
STU-1676,76.7,80.4,19.6,3.56,74.2,0,3,8.7,6.1,83.4,Good
STU-1677,69.9,68.2,15.6,3.97,65.5,0,2,5.2,6.4,75.5,Good
STU-1678,53.1,51.3,18.5,3.18,50.5,0,2,15.0,6.7,65.9,Average
STU-1679,87.4,64.0,8.3,2.63,60.6,1,3,19.4,6.4,59.2,Average
STU-1680,79.4,65.2,19.2,2.62,83.2,0,3,6.9,4.0,64.7,Average
STU-1681,64.3,59.5,13.8,3.12,63.8,0,1,9.4,7.5,52.8,Average
STU-1682,72.4,71.6,11.6,3.18,64.6,0,2,8.4,7.7,73.9,Average
STU-1683,69.2,69.9,19.9,3.89,74.4,0,2,7.0,8.9,78.9,Good
STU-1684,81.2,66.1,16.1,3.49,74.7,0,2,4.7,6.1,73.0,Average
STU-1685,85.9,68.3,9.3,3.09,78.3,0,3,3.7,6.0,69.4,Average
STU-1686,68.8,64.9,11.1,2.9,62.1,0,2,3.5,4.0,60.7,Average
STU-1687,74.7,63.5,14.6,4.0,56.9,0,2,9.6,6.6,76.1,Good
STU-1688,92.9,78.0,11.7,3.33,88.2,1,3,5.9,8.1,92.7,Good
STU-1689,70.2,58.6,9.1,2.75,62.5,0,1,0.0,6.3,56.7,Average
STU-1690,55.3,43.3,14.4,2.95,53.0,1,2,9.8,9.6,52.5,Average
STU-1691,69.8,64.2,14.7,2.66,56.0,0,2,7.8,6.7,58.6,Average
STU-1692,52.7,41.5,6.0,1.97,49.4,0,2,13.4,7.2,33.7,At Risk
STU-1693,93.2,67.5,9.4,3.19,71.6,1,3,9.5,5.4,67.3,Average
STU-1694,59.4,72.3,11.9,3.85,69.5,1,2,2.1,7.3,73.8,Average
STU-1695,96.4,83.0,19.7,2.32,83.9,0,3,0.0,4.6,80.3,Good
STU-1696,51.5,54.2,13.6,3.07,47.9,1,1,5.1,7.8,53.5,Average
STU-1697,79.1,64.2,14.7,2.73,78.3,0,3,5.5,7.9,63.8,Average
STU-1698,78.4,63.9,13.4,3.28,76.6,0,3,11.8,8.6,77.4,Good
STU-1699,83.2,61.4,8.2,2.97,66.9,1,2,8.0,5.8,58.2,Average
STU-1700,80.6,64.3,11.7,2.44,73.8,0,2,12.5,7.2,52.0,Average
STU-1701,73.6,64.9,18.4,2.61,72.3,1,2,2.7,7.7,62.9,Average
STU-1702,71.6,42.3,9.5,2.68,62.7,0,2,11.9,7.5,44.1,At Risk
STU-1703,86.7,81.9,11.2,3.65,80.4,0,3,10.9,6.0,83.1,Good
STU-1704,83.6,74.9,12.6,3.63,76.1,0,2,0.0,4.1,73.1,Average
STU-1705,72.3,63.0,15.7,2.91,67.3,0,2,13.3,7.4,64.3,Average
STU-1706,90.3,87.8,16.6,3.6,90.4,1,3,8.4,6.8,95.6,Good
STU-1707,78.3,77.5,17.6,2.97,55.3,0,2,9.6,6.3,69.9,Average
STU-1708,72.5,46.8,12.3,2.9,81.1,0,2,4.5,7.9,61.3,Average
STU-1709,89.0,75.3,15.7,3.08,64.1,1,3,13.1,6.9,84.7,Good
STU-1710,85.6,60.3,12.3,3.18,66.8,0,3,3.3,5.4,67.0,Average
STU-1711,74.1,59.7,9.0,2.8,61.2,0,2,11.3,4.7,60.1,Average
STU-1712,58.2,60.8,15.6,3.06,59.6,0,2,11.3,5.6,60.8,Average
STU-1713,83.7,83.0,18.0,3.4,85.7,0,1,4.1,9.9,85.2,Good
STU-1714,46.0,45.4,11.5,3.11,40.6,0,2,15.9,7.9,42.7,At Risk
STU-1715,66.8,58.7,19.8,3.07,72.6,1,1,8.9,7.2,61.0,Average
STU-1716,76.1,73.7,20.9,3.27,72.3,0,3,10.6,6.8,77.4,Good
STU-1717,85.2,73.1,11.8,3.35,73.4,0,3,1.9,6.7,71.3,Average
STU-1718,75.7,67.3,10.4,3.02,63.6,0,2,16.5,8.4,62.1,Average
STU-1719,96.0,61.2,9.7,2.84,75.2,0,2,3.1,6.4,64.8,Average
STU-1720,55.4,61.7,13.0,3.14,51.7,1,1,12.1,7.7,63.1,Average
STU-1721,59.3,40.8,8.6,2.33,48.9,1,2,4.0,6.6,42.3,At Risk
STU-1722,68.4,58.5,9.3,2.96,61.1,1,2,5.5,9.3,56.4,Average
STU-1723,71.4,41.9,5.7,1.94,63.7,0,3,11.2,7.9,40.6,At Risk
STU-1724,76.2,48.9,5.2,2.3,53.4,0,2,12.1,8.5,43.2,At Risk
STU-1725,98.5,62.4,5.1,2.23,63.3,0,3,2.9,6.3,54.1,Average
STU-1726,69.0,57.4,11.6,3.52,66.8,0,2,12.4,8.3,58.4,Average
STU-1727,46.6,59.5,22.5,3.06,62.4,0,2,12.2,6.6,63.9,Average
STU-1728,74.9,69.1,18.9,2.48,80.5,0,1,4.2,7.1,63.4,Average
STU-1729,67.4,81.1,16.8,3.27,60.0,0,2,14.4,9.0,78.1,Good
STU-1730,92.6,69.4,13.2,3.49,62.5,0,2,2.2,5.7,69.5,Average
STU-1731,72.9,73.8,10.4,3.28,58.3,0,3,5.5,7.2,67.2,Average
STU-1732,61.1,68.0,12.6,2.97,52.6,1,2,9.9,7.5,71.0,Average
STU-1733,58.1,59.5,15.0,3.15,59.3,0,1,4.6,7.6,56.2,Average
STU-1734,78.0,66.5,12.7,3.46,63.0,0,2,9.1,6.5,69.4,Average
STU-1735,73.2,59.1,13.4,2.84,72.3,0,1,9.0,9.5,55.5,Average
STU-1736,75.6,60.3,10.0,3.06,61.3,0,1,7.3,5.4,54.6,Average
STU-1737,61.3,45.9,10.7,2.93,57.8,1,2,11.3,8.8,60.8,Average
STU-1738,80.2,55.0,8.9,2.32,66.1,0,2,7.1,8.5,54.2,Average
STU-1739,91.8,98.0,23.5,3.46,90.2,1,3,8.9,9.3,98.0,Good
STU-1740,45.6,57.7,14.8,3.98,52.6,1,2,12.6,5.1,60.1,Average
STU-1741,58.3,52.3,12.8,2.66,61.5,0,1,11.2,6.0,53.1,Average
STU-1742,71.0,54.4,12.3,3.48,57.4,0,1,11.1,8.8,67.3,Average
STU-1743,90.9,66.6,8.4,2.67,81.3,0,2,3.4,4.7,68.2,Average
STU-1744,93.8,72.6,11.1,3.11,73.0,0,2,10.1,5.1,75.4,Good
STU-1745,62.1,67.3,16.1,3.73,53.0,0,2,4.5,6.4,66.5,Average
STU-1746,94.7,79.0,19.6,2.82,87.1,0,3,2.9,7.2,82.7,Good
STU-1747,94.9,68.4,11.1,3.04,68.7,1,2,7.7,8.9,75.2,Good
STU-1748,85.1,65.7,12.8,2.24,77.5,0,1,4.4,6.8,52.5,Average
STU-1749,75.5,74.4,20.7,2.75,94.0,0,2,11.2,6.3,69.6,Average
STU-1750,74.8,54.0,10.0,2.19,56.8,1,1,11.3,7.4,54.9,Average
STU-1751,72.3,73.3,18.2,3.24,74.3,0,2,0.4,7.6,78.1,Good
STU-1752,60.3,64.8,12.4,3.42,44.0,0,2,4.7,7.5,57.0,Average
STU-1753,64.3,64.6,14.0,2.95,65.8,0,3,2.2,6.8,67.7,Average
STU-1754,65.4,65.1,16.0,3.18,58.1,0,3,6.1,4.7,67.3,Average
STU-1755,64.8,61.7,9.0,2.9,51.4,0,2,9.8,5.9,59.8,Average
STU-1756,51.4,56.4,12.0,3.38,43.9,0,1,7.0,8.7,53.5,Average
STU-1757,94.1,81.7,12.3,3.11,82.4,0,3,5.6,7.2,81.8,Good
STU-1758,71.6,52.2,6.9,2.16,65.7,0,3,13.2,6.6,52.4,Average
STU-1759,58.6,51.2,14.3,3.47,59.6,0,2,0.0,8.3,60.0,Average
STU-1760,44.4,49.9,8.6,2.87,37.8,1,2,12.9,5.6,47.9,At Risk
STU-1761,86.6,74.9,18.7,2.48,92.8,0,2,5.8,6.7,70.3,Average
STU-1762,64.7,60.8,16.1,2.85,58.9,0,1,7.7,7.2,67.1,Average
STU-1763,75.0,79.0,30.9,2.19,71.0,0,2,5.9,6.5,69.1,Average
STU-1764,58.7,43.3,7.3,2.49,54.7,0,2,14.2,7.1,39.9,At Risk
STU-1765,82.2,70.7,14.8,3.11,64.1,0,2,3.1,6.8,68.2,Average
STU-1766,78.0,62.4,11.4,3.15,74.5,0,2,8.0,5.3,66.5,Average
STU-1767,39.5,53.6,10.7,3.19,41.5,1,1,10.1,7.2,54.6,Average
STU-1768,86.7,74.7,16.7,3.05,82.6,0,2,1.6,5.4,70.5,Average
STU-1769,88.7,65.9,11.7,2.74,84.0,0,2,4.3,7.2,74.6,Average
STU-1770,73.6,55.2,11.8,3.03,55.0,0,2,7.4,8.6,61.3,Average
STU-1771,66.3,59.8,13.1,2.85,57.7,0,2,4.5,6.7,61.3,Average
STU-1772,87.9,57.8,7.3,2.32,66.5,0,2,4.7,5.6,54.8,Average
STU-1773,78.6,62.2,9.0,2.7,76.3,0,2,6.6,6.8,60.2,Average
STU-1774,73.7,60.2,12.8,3.45,60.6,1,3,10.6,6.0,69.9,Average
STU-1775,66.7,66.7,20.9,3.76,67.0,0,2,6.6,7.7,81.4,Good
STU-1776,76.3,79.1,18.6,3.34,78.1,1,2,12.3,6.8,80.9,Good
STU-1777,92.7,86.8,12.9,3.74,71.8,0,2,4.0,9.1,87.8,Good
STU-1778,80.5,71.8,21.1,3.09,80.8,1,2,3.0,8.4,77.3,Good
STU-1779,54.8,74.0,16.4,3.83,47.4,0,3,15.7,6.8,74.9,Average
STU-1780,73.2,83.3,18.6,3.97,90.3,0,3,5.4,7.9,84.7,Good
STU-1781,75.7,49.2,7.4,2.27,49.7,0,2,2.8,6.5,52.6,Average
STU-1782,74.8,63.2,13.5,3.15,64.8,0,3,1.0,7.0,64.3,Average
STU-1783,69.7,50.5,10.2,3.09,60.3,1,2,12.3,6.6,57.9,Average
STU-1784,72.0,65.7,9.9,2.86,76.8,0,2,6.6,7.9,60.7,Average
STU-1785,44.6,51.5,17.2,3.27,44.6,0,2,7.0,8.7,55.8,Average
STU-1786,77.9,68.2,16.5,3.07,88.5,0,2,7.4,8.0,75.2,Good
STU-1787,62.5,63.0,13.2,2.72,66.3,0,1,12.1,8.1,56.3,Average
STU-1788,52.7,41.5,11.6,3.04,56.2,1,2,7.3,8.1,58.1,Average
STU-1789,87.0,63.4,12.2,3.59,64.6,1,3,17.4,7.7,72.6,Average
STU-1790,88.5,79.5,18.8,3.13,85.8,0,2,8.5,5.6,81.5,Good
STU-1791,70.7,72.3,18.0,3.33,64.7,0,3,12.2,9.0,71.8,Average
STU-1792,94.5,71.0,8.4,2.93,82.2,0,3,11.2,9.2,72.5,Average
STU-1793,91.0,76.3,17.4,3.25,73.2,0,3,7.9,6.7,80.8,Good
STU-1794,80.3,72.7,9.4,2.51,64.5,0,2,5.7,6.6,61.1,Average
STU-1795,63.5,57.3,14.6,2.83,58.0,0,2,9.3,7.7,63.8,Average
STU-1796,74.8,56.6,9.2,3.0,54.3,0,2,10.0,7.7,55.8,Average
STU-1797,65.4,45.4,8.5,2.48,62.1,0,1,5.7,6.8,48.5,At Risk
STU-1798,83.7,64.9,11.6,2.68,74.2,1,3,8.7,5.5,64.2,Average
STU-1799,64.9,77.6,21.9,3.19,81.6,1,1,12.9,7.4,78.0,Good
STU-1800,66.3,66.9,13.6,3.11,48.5,0,1,16.3,7.7,57.4,Average
STU-1801,79.7,70.0,19.1,3.41,85.3,0,2,11.4,7.9,75.4,Good
STU-1802,92.2,71.0,12.5,2.78,95.8,0,3,15.5,7.4,72.6,Average
STU-1803,54.5,58.5,13.8,3.08,52.9,1,2,5.5,6.7,68.0,Average
STU-1804,51.9,57.8,13.6,2.75,70.0,0,3,10.8,8.2,57.5,Average
STU-1805,71.4,66.9,14.2,3.37,64.2,1,2,13.4,7.1,78.3,Good
STU-1806,80.7,80.6,18.6,3.59,65.7,1,3,4.4,6.4,86.3,Good
STU-1807,82.5,62.4,11.2,3.27,66.4,0,2,6.1,6.8,65.8,Average
STU-1808,67.5,78.4,15.0,3.53,73.5,0,3,15.0,4.9,83.0,Good
STU-1809,88.9,87.5,22.0,3.06,78.6,0,3,4.1,6.8,88.2,Good
STU-1810,67.4,63.5,19.4,3.41,65.5,0,2,2.6,7.8,68.9,Average
STU-1811,58.1,52.8,14.2,3.08,63.7,0,2,14.1,7.4,60.4,Average
STU-1812,59.8,49.6,14.9,2.59,60.8,0,2,12.8,8.8,52.1,Average
STU-1813,76.7,80.4,20.3,3.16,81.2,0,2,9.7,6.7,70.9,Average
STU-1814,73.4,44.5,6.8,2.6,60.4,0,1,7.8,7.6,51.3,Average
STU-1815,87.5,81.5,16.4,4.0,81.6,0,3,6.2,8.0,93.5,Good
STU-1816,54.1,52.4,10.4,2.9,48.8,1,2,9.1,9.8,61.3,Average
STU-1817,64.7,59.5,10.9,3.34,60.5,0,2,14.3,7.2,63.9,Average
STU-1818,75.8,78.2,23.1,3.04,72.0,1,3,9.0,5.7,80.2,Good
STU-1819,88.1,60.3,12.6,2.49,83.9,1,3,16.7,8.0,70.1,Average
STU-1820,83.7,63.8,12.9,2.2,66.4,0,2,4.4,9.2,62.9,Average
STU-1821,91.8,72.6,12.7,3.39,84.8,0,1,7.9,6.6,82.3,Good
STU-1822,61.0,64.7,15.2,3.75,59.9,1,2,6.5,8.0,71.9,Average
STU-1823,91.5,69.0,11.5,2.72,75.7,1,3,3.7,8.5,70.4,Average
STU-1824,75.2,55.5,11.0,2.3,60.6,0,2,7.4,8.2,50.4,Average
STU-1825,76.1,65.6,15.3,2.9,62.1,0,2,9.7,7.2,68.5,Average
STU-1826,61.8,40.6,7.1,2.63,38.6,1,2,10.1,6.2,38.9,At Risk
STU-1827,95.3,70.0,14.3,2.76,71.1,0,2,16.7,6.9,74.3,Average
STU-1828,63.7,61.8,13.4,3.32,58.5,0,2,9.9,7.6,66.7,Average
STU-1829,70.6,63.3,20.0,3.03,74.5,0,3,12.6,8.1,73.8,Average
STU-1830,68.7,61.9,17.0,2.68,76.3,0,2,8.3,7.4,64.0,Average
STU-1831,80.8,74.0,15.1,3.31,69.0,1,2,14.7,6.5,83.0,Good
STU-1832,56.7,51.7,14.4,3.35,51.4,0,2,17.6,7.7,63.1,Average
STU-1833,91.0,73.6,11.3,2.9,62.1,0,1,10.1,8.0,65.5,Average
STU-1834,73.3,74.6,14.7,3.11,71.8,1,2,4.0,7.5,70.5,Average
STU-1835,96.1,78.7,19.4,3.28,97.2,0,3,5.8,6.0,82.9,Good
STU-1836,76.4,77.8,14.0,3.24,79.0,1,3,9.1,6.8,80.0,Good
STU-1837,82.8,66.2,11.4,3.07,74.9,1,2,9.8,8.1,65.5,Average
STU-1838,63.8,71.9,15.9,3.69,69.3,0,2,10.8,5.3,78.6,Good
STU-1839,90.2,75.7,15.2,3.31,91.4,0,2,9.8,4.5,83.4,Good
STU-1840,95.8,73.5,9.2,2.85,76.4,0,2,8.0,8.8,66.1,Average
STU-1841,35.0,42.0,8.7,2.85,44.9,0,1,5.5,7.6,39.0,At Risk
STU-1842,79.2,55.6,10.3,2.8,63.4,0,2,9.6,7.7,58.9,Average
STU-1843,72.6,68.0,21.4,3.33,64.7,0,2,15.4,5.7,78.8,Good
STU-1844,62.2,51.4,16.8,2.77,58.9,0,2,12.1,7.9,64.3,Average
STU-1845,71.5,56.5,8.4,2.86,59.3,1,2,10.1,7.3,51.1,Average
STU-1846,72.2,70.4,12.6,3.53,65.3,0,2,12.1,5.1,69.8,Average
STU-1847,69.0,73.0,16.3,3.14,82.9,0,2,6.5,8.7,70.7,Average
STU-1848,87.5,75.8,14.1,3.59,75.7,1,2,6.0,7.2,75.4,Good
STU-1849,76.7,67.0,16.2,3.41,81.1,1,2,5.0,6.5,73.9,Average
STU-1850,93.3,56.0,7.0,2.52,66.2,1,2,7.5,6.5,61.3,Average
STU-1851,73.0,69.4,12.8,3.0,63.0,0,3,6.3,4.6,65.1,Average
STU-1852,83.6,70.1,14.7,3.5,63.0,0,2,12.8,7.7,68.4,Average
STU-1853,56.7,52.9,14.3,2.5,52.4,0,1,6.1,7.3,62.4,Average
STU-1854,69.5,60.6,15.2,3.24,70.7,0,2,4.8,6.8,67.8,Average
STU-1855,56.3,58.1,13.3,3.03,57.0,0,1,15.8,8.5,57.1,Average
STU-1856,75.6,46.7,5.5,2.26,65.7,0,2,6.2,5.3,41.7,At Risk
STU-1857,83.0,87.2,22.4,3.1,84.0,0,3,8.6,6.3,86.7,Good
STU-1858,71.4,64.8,13.8,2.67,63.0,0,2,9.8,6.0,60.9,Average
STU-1859,53.9,44.1,8.6,2.52,67.2,0,1,3.5,6.7,35.7,At Risk
STU-1860,70.6,62.1,13.4,3.05,64.2,0,2,12.9,7.1,59.3,Average
STU-1861,77.1,49.4,7.9,2.18,71.2,0,2,10.5,7.5,52.5,Average
STU-1862,57.7,42.3,11.0,2.75,51.7,0,1,14.2,6.6,54.8,Average
STU-1863,75.3,80.4,22.2,4.0,83.7,0,3,5.3,5.9,91.5,Good
STU-1864,55.3,58.7,11.8,3.34,62.0,0,1,8.4,9.0,63.5,Average
STU-1865,71.5,62.8,13.9,2.65,67.7,0,3,8.2,9.9,62.0,Average
STU-1866,76.7,79.1,21.0,3.68,58.5,0,3,9.1,7.2,83.6,Good
STU-1867,63.8,53.6,13.0,2.6,60.8,0,1,2.2,6.1,57.5,Average
STU-1868,84.7,71.7,11.3,2.8,80.0,0,1,8.4,8.8,73.4,Average
STU-1869,35.7,37.0,8.5,2.53,44.1,1,1,2.3,5.3,42.4,At Risk
STU-1870,77.1,69.5,11.6,3.17,69.9,1,2,9.4,6.6,65.8,Average
STU-1871,71.4,59.7,16.2,3.67,54.9,0,3,0.0,6.2,71.7,Average
STU-1872,83.6,37.7,11.1,2.6,63.5,0,2,0.6,5.6,53.5,Average
STU-1873,84.4,61.8,12.1,2.12,74.2,0,1,11.3,6.7,55.4,Average
STU-1874,82.1,62.4,11.7,3.54,72.5,0,2,5.8,6.0,72.4,Average
STU-1875,87.7,86.9,21.0,3.75,93.2,0,3,4.0,7.0,96.2,Good
STU-1876,49.0,56.2,23.6,2.15,64.1,0,2,13.1,7.0,58.7,Average
STU-1877,63.9,72.1,13.7,3.26,64.8,1,1,9.3,6.3,75.6,Good
STU-1878,65.1,62.9,12.7,3.15,61.2,0,2,11.5,6.6,61.6,Average
STU-1879,92.4,66.7,11.0,2.7,66.1,0,2,7.3,6.7,60.0,Average
STU-1880,82.1,61.4,10.5,2.42,49.7,0,2,18.7,8.0,58.5,Average
STU-1881,51.6,61.8,14.1,3.5,58.7,0,2,5.6,6.8,71.4,Average
STU-1882,80.5,60.4,9.2,3.13,66.7,0,3,15.0,8.0,62.9,Average
STU-1883,77.4,72.3,13.0,3.16,63.2,0,3,7.8,7.7,74.1,Average
STU-1884,72.9,51.5,12.2,2.77,51.8,1,2,1.4,7.7,61.1,Average
STU-1885,51.3,58.1,16.9,2.69,63.5,0,1,9.9,8.7,56.3,Average
STU-1886,60.3,28.9,5.5,1.95,47.6,0,2,9.3,5.7,32.1,At Risk
STU-1887,92.9,83.4,20.5,2.95,90.1,0,3,3.8,6.4,80.7,Good
STU-1888,97.1,86.1,14.8,3.7,96.1,1,3,4.3,9.1,82.3,Good
STU-1889,72.9,62.3,8.9,2.65,43.6,1,2,7.9,6.7,53.0,Average
STU-1890,79.8,49.7,12.4,2.36,63.2,1,2,9.4,4.0,51.7,Average
STU-1891,77.7,62.9,12.4,3.25,65.9,0,2,0.0,6.8,71.7,Average
STU-1892,70.2,72.8,14.1,3.33,77.2,0,3,12.2,7.2,72.8,Average
STU-1893,70.4,58.8,11.9,2.79,49.9,0,2,6.0,4.0,52.7,Average
STU-1894,55.2,59.4,14.6,2.89,73.4,0,1,2.7,8.6,54.1,Average
STU-1895,90.2,67.4,13.3,3.17,76.7,0,2,11.8,6.1,75.2,Good
STU-1896,50.2,47.6,12.1,2.98,51.4,0,1,7.9,7.4,55.4,Average
STU-1897,96.3,86.6,13.8,3.5,77.9,1,3,12.9,6.7,92.2,Good
STU-1898,38.5,62.9,19.1,4.0,50.6,0,1,9.8,5.5,69.7,Average
STU-1899,94.2,63.6,7.9,2.28,79.7,0,3,8.0,5.7,55.1,Average
STU-1900,65.7,73.5,21.2,3.6,63.0,0,2,7.4,5.9,76.2,Good
STU-1901,42.6,43.7,13.3,3.1,52.2,0,1,9.9,8.3,56.8,Average
STU-1902,88.4,79.9,11.9,3.67,69.8,0,3,6.3,6.8,85.8,Good
STU-1903,77.6,73.9,15.5,3.38,65.2,1,2,4.6,6.4,70.0,Average
STU-1904,77.9,85.4,14.8,3.08,91.3,0,2,10.4,5.9,77.0,Good
STU-1905,80.8,73.9,20.3,3.39,82.2,0,3,7.4,8.4,83.3,Good
STU-1906,74.8,64.8,10.1,2.87,68.2,0,3,8.1,8.8,60.2,Average
STU-1907,56.8,41.4,9.0,2.7,61.1,0,2,12.4,8.4,36.7,At Risk
STU-1908,70.2,69.8,17.0,3.41,57.6,0,3,7.5,7.6,73.9,Average
STU-1909,74.3,72.7,16.0,2.67,84.1,1,3,8.1,7.3,68.6,Average
STU-1910,47.8,37.9,12.1,3.34,30.7,0,2,5.6,5.5,45.7,At Risk
STU-1911,82.9,67.3,13.9,3.06,66.1,1,2,9.7,6.7,69.7,Average
STU-1912,69.3,42.4,8.0,2.0,54.0,0,2,9.4,6.2,41.2,At Risk
STU-1913,37.7,37.2,9.7,2.79,47.0,1,1,11.6,4.8,40.5,At Risk
STU-1914,76.5,69.5,13.3,3.2,69.8,0,2,5.7,8.3,65.9,Average
STU-1915,71.3,72.2,16.5,2.87,67.7,0,2,6.2,6.2,67.5,Average
STU-1916,57.0,38.8,7.9,1.9,50.7,1,2,11.2,8.4,30.9,At Risk
STU-1917,63.3,67.0,15.1,3.64,55.1,1,1,9.0,8.1,71.8,Average
STU-1918,51.3,56.3,15.5,3.13,44.8,0,1,4.4,7.7,44.5,At Risk
STU-1919,62.6,68.8,18.8,3.25,72.8,0,1,13.2,7.7,68.2,Average
STU-1920,48.3,40.0,9.4,2.84,53.4,0,1,1.2,6.3,47.3,At Risk
STU-1921,69.1,75.1,15.1,3.29,78.8,0,2,11.1,9.2,68.3,Average
